word,definition,pos,target_code,trans_word,alt_def,wiki_link,example
여학생,A student who is female. ,명사,58152,female student ,Female student,https://en.wiktionary.org/wiki/여학생,"
			우리 학교는 남학생과 여학생을 가름하여 각각 다른 반에 배치하였다.
		"
영업,A business or activity engaged in for the purpose of making money. ,명사,14084,business,"business, doing business",https://en.wiktionary.org/wiki/영업,"
			영업부로 가다.
		"
예,An exclamation uttered when the speaker answers the call of his/her elder.,감탄사,73966,yes sir; yes ma'am,Example,https://en.wiktionary.org/wiki/예,"
			이 안건이 통과되는 것에 반대하는 사람이 적어 표가 가에 몰릴 것으로 예상된다.
		"
예방,"The act of taking precautionary measures to prevent a disease, accident, etc.",명사,14137,prevention,"Prevention, protection",https://en.wiktionary.org/wiki/예방,"
			가부좌로 앉으면 자세를 바르게 할 수 있고 신체의 불균형을 예방할 수 있다.
		"
완성,The state of being finished completely. ,명사,22147,completion,"completion,accomplishment",https://en.wiktionary.org/wiki/완성,"
			작가는 마감 직전에 가까스로 원고를 완성하였다.
		"
유리하다,To separate.,동사,70468,isolate,"To be profitable, favorable",https://en.wiktionary.org/wiki/유리하다,"
			고용자의 입장에서는 노동자가 돈을 적게 받고 일을 많이 하는 것이 유리하다.
		"
자연환경,"The conditions or state of nature like mountains, rivers, oceans, animals, plants, rain, etc., which affect the lives of human beings.",명사,24788,natural environment,Natural surroundings,https://en.wiktionary.org/wiki/자연환경,"
			관광객은 관광지의 자연 환경에 영향을 받기 때문에 계절성에 관한 문제는 관광 산업에서 극복해야 할 대상이다.
		"
증명하다,"To establish that an event, some certain content, or a decision is true by presenting proof.",동사,27750,verify; testify; give proof,"To prove,show,bear",https://en.wiktionary.org/wiki/증명하다,"
			결백을 증명하다.
		"
지적되다,To single out or point out someone or something.,동사,28421,indicate,To be pointed out to,https://en.wiktionary.org/wiki/지적되다,"
			누차에 걸쳐 지적되다.
		"
지점,A store separated from the main store. ,명사,28934,branch store,"point on a map, spot, place, location",https://en.wiktionary.org/wiki/지점,"
			거래소를 두 지점 사이에 하나 더 설치하는 것이 어떻겠습니까?
		"
철저히,In the manner of being complete without flaws because one is very careful about something.,부사,25315,perfectly; immaculately; thoroughly,Thoroughly,https://en.wiktionary.org/wiki/철저히,"
			죄송합니다. 더 경계를 철저히 하도록 조치하겠습니다.
		"
코스,A route fixed to serve a certain purpose.,명사,28157,course,Course,https://en.wiktionary.org/wiki/코스,"
			그 사림은 코스모스와 같이 너무나 가냘파 보였다.
		"
학부모,Parents whose children are students. ,명사,84357,parents; parents of students,Mothers of the students,https://en.wiktionary.org/wiki/학부모,"
			네. 다음 주에 학부모 회의가 있다는 말만 전하라고 하셨어요.
		"
합리적,A state of being in accordance with logic or reason.,명사,85518,being rational; being reasonable,"Rational, reasonable",https://en.wiktionary.org/wiki/합리적,"
			합리적인 경제관.
		"
해석하다,To understand and explain written sentences.,동사,85821,interpret; comprehend; explain,"To intrepret, construe",https://en.wiktionary.org/wiki/해석하다,"
			결과론으로 해석하다.
		"
힘쓰다,To work hard to do something.,동사,89921,work hard; try hard; focus on,To try really hard,https://en.wiktionary.org/wiki/힘쓰다,"
			간수에 힘쓰다.
		"
거듭,Repeatedly.,부사,15821,again,Again or over and over,https://en.wiktionary.org/wiki/거듭,"
			이 기업은 첨단 산업의 중심에 뿌리를 두고 나날이 가열찬 성장을 거듭하고 있다.
		"
귀국하다,For a person living in a foreign country to go back or come back to his/her own country.,동사,62356,return to one's country	,To return to one’s home country,https://en.wiktionary.org/wiki/귀국하다,"
			해외에서 귀국하다.
		"
기뻐하다,"To be joyful and happy.",동사,61533,be glad; be happy,Be pleased or delighted with,https://en.wiktionary.org/wiki/기뻐하다,"
			하늘을 날듯이 기뻐하다.
		"
날리다,To cause something to move around on a wind.,동사,40845,fly,To send flying,https://en.wiktionary.org/wiki/날리다,"
			가랑잎이 날리다.
		"
내려놓다,To put down something one has been holding.,동사,59468,take down; put down,Set or put down,https://en.wiktionary.org/wiki/내려놓다,"
			길섶에 내려놓다.
		"
냉장고,A box-shaped machine used to store food at a low temperature in order to keep it cold or to prevent it from going bad.,명사,31524,refrigerator; fridge,Freezer,https://en.wiktionary.org/wiki/냉장고,"
			날이 더워서 음식을 냉장고에 보관하지 않으면 맛이 금방 간다.
		"
당근,An orange-colored root vegetable that has a sweet taste and the shape of a horn.,명사,49463,carrot,A carrot,https://en.wiktionary.org/wiki/당근,"
			당근과 오이를 잘게 썰어 만든 야채 고명을 비빔국수에 얹었다.
		"
덜다,To reduce a part of a number or volume.,동사,14375,reduce,"Save, lighten",https://en.wiktionary.org/wiki/덜다,"
			가벼이 덜다.
		"
뛰어넘다,To jump high and pass over a certain object or place.,동사,15196,jump over; vault over,"(transitive) to leap, to jump (over something)",https://en.wiktionary.org/wiki/뛰어넘다,"
			가볍게 뛰어넘다.
		"
마누라,(affectionate) One's wife who is past middle-age. ,명사,15686,wife,one’s wife,https://en.wiktionary.org/wiki/마누라,"
			요즘 무슨 바람이 들었는지 마누라가 집안일은 내던지고 밖으로만 나돌아.
		"
맞이하다,To receive something that comes.,동사,15924,receive; accept,Go to greet,https://en.wiktionary.org/wiki/맞이하다,"
			개교를 맞이하다.
		"
불행하다,Not happy.,형용사,71050,unhappy; unfortunate,Do not permit,https://en.wiktionary.org/wiki/불행하다,"
			가정적으로 불행하다.
		"
신고하다,To inform a government office of a fact.,동사,13995,declare,"To state, declare",https://en.wiktionary.org/wiki/신고하다,"
			간첩을 신고하다.
		"
연속,The state of going on without being disconnected.,명사,14019,continuity,"continuity,succession",https://en.wiktionary.org/wiki/연속,"
			연속 간행물.
		"
외롭다,Being lonesome because one is alone or has nobody to depend on.,형용사,67854,lonely; solitary,"To be lonely, lonesome",https://en.wiktionary.org/wiki/외롭다,"
			그지없이 외롭다.
		"
욕,Vulgar words used to ignore or criticize someone.,명사,26624,foul language; abusive language,An insult,https://en.wiktionary.org/wiki/욕,"
			유민이가 우리들 욕을 하고 다닌다면서?
		"
원장,"The superb manager of an institution whose spelling ends with '원' , for example '유치원' (kindergarten) and '병원' (hospital).",명사,70277,director; president,The chief/head (of a 학원),https://en.wiktionary.org/wiki/원장,"
			원장님은 미용실을 운영한 지 이십 년이 넘었대.
		"
유물,Things left by people who lived in former ages.,명사,27116,relic; remains; antiquity,"A relic, cultural remains",https://en.wiktionary.org/wiki/유물,"
			부유물을 가라앉히다.
		"
저절로,On one's own without external help or naturally without making conscious efforts.,부사,25019,by oneself; by itself; automatically,"Of itself, on its own accord",https://en.wiktionary.org/wiki/저절로,"
			눈이 저절로 감기다.
		"
절,A place where Buddhist monks enshrine a statue of the Buddha and discipline their minds by teaching and learning their religious doctrine.,명사,75771,Buddhist temple,bow; greeting,https://en.wiktionary.org/wiki/절,"
			가계비 절약.
		"
정비,The act of renovating a flawed system to make it work.,명사,31751,overhaul,maintaining equipment in good working order,https://en.wiktionary.org/wiki/정비,"
			우리 군은 전투에 앞서 무기를 정비하고 대열을 가다듬었다.
		"
주의,The act of keeping something in mind and being careful about it.,명사,25965,caution,"attention,notice",https://en.wiktionary.org/wiki/주의,"
			면접을 볼 때는 어떤 점에 주의해야 해요?
		"
지난번,A certain time or turn that has passed before the moment when one is speaking.,명사,71316,last time; the other day,Last time,https://en.wiktionary.org/wiki/지난번,"
			지난번 홍수로 다리가 무너졌다며?
		"
집어넣다,"To make someone or something go in a place, organization, or range.",동사,37043,put someone or something in,Put in,https://en.wiktionary.org/wiki/집어넣다,"
			감옥소에 집어넣다.
		"
통계,An act of roughly calculating something by guessing it all at once.,명사,49302,estimation,Statistics,https://en.wiktionary.org/wiki/통계,"
			통계 결과에 따르면 이혼 건수가 점점 늘고 있다고 한다.
		"
파일,"An implement used to bind and collect documents in a bundle, or such a bundle.",명사,71308,file; binder,File,https://en.wiktionary.org/wiki/파일,"
			승규가 바이러스에 감염된 파일을 열어서 컴퓨터의 작동이 멈춰 버렸다.
		"
판,"A flat, wide piece of wood.",명사,80680,board,"A match, game, contest",https://en.wiktionary.org/wiki/판,"
			가게 간판.
		"
피해자,"A person who has suffered harm to his or her life, body, property, or reputation.",명사,85550,victim; sufferer,"A sufferer, the injured party",https://en.wiktionary.org/wiki/피해자,"
			범인은 피해자의 복부를 가격을 하고 지갑을 뺏은 후 도망갔다.
		"
필수적,A state of being essential or required. ,명사,86166,being essential; being required; being indispensable,"necessary,indispensable",https://en.wiktionary.org/wiki/필수적,"
			기술의 발달은 경제 발전을 가속하는 필수적인 원동력이 된다.
		"
학용품,"Supplies necessary for studying such as notebooks, pencils, etc. ",명사,84022,stationery; writing supplies,"School things, supplies",https://en.wiktionary.org/wiki/학용품,"
			수입 학용품이 크게 증가하여 국산품을 이용하는 학생들이 감소했다.
		"
화분,A container filled with soil for growing a flower or plant. ,명사,73230,flower pot; plant pot,Flower pot,https://en.wiktionary.org/wiki/화분,"
			화분 갈이.
		"
환하다,Being very clear and bright as light shines.,형용사,87071,bright; light; radiant,"To be clear, unobstructed ; to be light, bright (opp. 어둡다)",https://en.wiktionary.org/wiki/환하다,"
			각서를 교환하다.
		"
갈색,"The color of a fallen leaf, similar to dark yellow.",명사,14752,brown,Brown,https://en.wiktionary.org/wiki/갈색,"
			갈색 등에 검은 가로무늬가 있는 꿀벌이 꽃 위에 앉아 있다.
		"
감기,"A contagious disease that generally comes with symptoms such as coughing, runny nose, headache and chills.",명사,28635,cold,A cold,https://en.wiktionary.org/wiki/감기,"
			감기에 걸렸는데 약만 먹어서는 낫지가 않아서요.
		"
강남,The area south of a river.,명사,14853,south of a river,South of a river,https://en.wiktionary.org/wiki/강남,"
			이번 선거의 강남 갑 후보로 나온 사람은 몇 명이랍니까?
		"
구속되다,For the freedom of thought or action to be restricted or restrained.,동사,24550,be restricted; be restrained,To be arrested,https://en.wiktionary.org/wiki/구속되다,"
			고성방가로 구속되다.
		"
돌아다니다,To travel around to lots of places.,동사,14793,wander; stroll,"to get around, to go around, to wander, to roam",https://en.wiktionary.org/wiki/돌아다니다,"
			가가호호 돌아다니다.
		"
등등,A bound noun indicating that there are other things of the same kind just mentioned but that they were omitted.,의존 명사,50048,et cetera,et cetera,https://en.wiktionary.org/wiki/등등,"
			권세가 등등하다.
		"
멋지다,"Very good or stylish.",형용사,15991,fine; nice; lovely,Be splendid,https://en.wiktionary.org/wiki/멋지다,"
			과연 멋지다.
		"
반발,"The act of opposing a state, action, etc.",명사,15846,opposition; resistance,"Repulsion, a backlash",https://en.wiktionary.org/wiki/반발,"
			반발감
		"
반찬,Food to eat with rice when having a meal.,명사,57641,side dish,Sie dishes,https://en.wiktionary.org/wiki/반찬,"
			반찬 가게.
		"
방지,The act of preventing a bad thing or phenomenon from happening.,명사,15486,prevention,"Prevention, check",https://en.wiktionary.org/wiki/방지,"
			가스 안전 사고를 방지할 수 있는 새로운 모델의 가스보일러가 출시되었다.
		"
배다,To permeate in or exude from something.,동사,15904,permeate; soak into,Soak into,https://en.wiktionary.org/wiki/배다,"
			간이 배다.
		"
보장,"The act of assuring someone that there will not be a problem, or protecting someone so that he/she will not meet a problem. ",명사,14520,guarantee,"guarantee,security",https://en.wiktionary.org/wiki/보장,"
			연예인의 정치 참여는 가부를 떠나서 자유가 보장되어야 한다.
		"
빠져나오다,To come outside the limited environment or  boundary. ,동사,15645,come out of; get out of,Come out of somewhere,https://en.wiktionary.org/wiki/빠져나오다,"
			겨우겨우 빠져나오다.
		"
새다,For gas or liquid to get out through a crack or hole.,동사,16231,leak; escape; run out,"leak,escape from",https://en.wiktionary.org/wiki/새다,"
			곁가지로 새다.
		"
소개되다,"For efforts to be made, in the midst of something, to help things work out  between two parties.",동사,71142,mediate,"To be introduced,presented",https://en.wiktionary.org/wiki/소개되다,"
			광고란에 소개되다.
		"
씨,A bound noun used to address or call out to a certain person deferentially.,의존 명사,58145,Mr.; Ms.; Mrs.,"seed, kernel",https://en.wiktionary.org/wiki/씨,"
			날씨가 더워서 도대체가 입맛이 없다.
		"
안쪽,The side facing inward; or the part inside of something. ,명사,73063,the inside; the interior; inner part,"The inside, the inner part",https://en.wiktionary.org/wiki/안쪽,"
			공연을 위해 강당 안쪽의 무대에는 화려한 장치들이 설치되었다.
		"
억울하다,"Feeling distressed and frustrated because one has suffered damage although one did not do anything wrong.",형용사,15095,feeling mortified; feeling chagrined,"To be regrettable, disappointing",https://en.wiktionary.org/wiki/억울하다,"
			그는 억울하다며 친구가 자기에게 죄를 뒤집어씌운 거라고 주장했다.
		"
오가다,To repeat the act of giving and taking.,동사,62357,exchange,"Come and go, keep going and coming",https://en.wiktionary.org/wiki/오가다,"
			각부를 오가다.
		"
요구되다,For something that one needs or is supposed to receive to be asked for.,동사,26620,be requested; be demanded,"To be requested, claimed",https://en.wiktionary.org/wiki/요구되다,"
			결단력이 요구되다.
		"
음성,A human voice or sound of speech.,명사,24050,voice,A voice,https://en.wiktionary.org/wiki/음성,"
			가녀린 음성.
		"
이윽고,Finally after some time passes. ,부사,24987,soon afterward; in a while; after a while,"After a while, shortly",https://en.wiktionary.org/wiki/이윽고,"
			이윽고 해가 지고 사방이 어둠으로 덮이고 있었다.
		"
장식,"The act of decorating something beautifully, or an item used in decorating.",명사,24876,decoration,Decoration,https://en.wiktionary.org/wiki/장식,"
			가를 장식하다.
		"
전개하다,To start and perform work.,동사,25109,conduct,"To unfold,evolve,spread out",https://en.wiktionary.org/wiki/전개하다,"
			논변을 전개하다.
		"
전날,A day right before a baseline day.,명사,70831,previous day,"The day before, the day prior",https://en.wiktionary.org/wiki/전날,"
			나는 개운한 조갯국으로 전날 마신 술기운을 풀었다.
		"
전반적,Something that spans the entirety of an affair or field.,명사,25299,whole,"over-all,all",https://en.wiktionary.org/wiki/전반적,"
			대기업의 부도가 주식 시장을 강타하고 전반적인 주가 하락을 불러왔다.
		"
척하다,An auxiliary verb used to indicate that one is pretending to do something or to be something.,보조 동사,72226,pretend,The preceding verb is a lie,https://en.wiktionary.org/wiki/척하다,"
			간석지를 개척하다.
		"
풍습,Customs and habits of a certain region.,명사,84419,manners and customs,"customs,manners,practices ; a ritual, rituals",https://en.wiktionary.org/wiki/풍습,"
			우리나라는 혼인에 앞서 신랑 집에서 붉은 비단 한 감과 푸른 비단 한 감을 신부 집으로 보내는 풍습이 있다.
		"
한가운데,"The dead center of a certain place or time, situation, etc.",명사,84078,middle; center; heart,"The very middle, the center",https://en.wiktionary.org/wiki/한가운데,"
			방 한가운데에 가로대를 세워서 방을 두 칸으로 나눌 거야.
		"
한정되다,For a limit to be set to the quantity or scope of something. ,동사,88984,be limited; be restricted,"To be limiited, qualified",https://en.wiktionary.org/wiki/한정되다,"
			수가 한정되다.
		"
해내다,To defeat an opponent without being lenient at all.,동사,85144,win; defeat,"To accomplish, achieve, carry through",https://en.wiktionary.org/wiki/해내다,"
			가뜬히 해내다.
		"
흉내,"An act of copying the words, sounds, behavior, etc., of another person or animals. ",명사,87847,imitation; mimicry,"Imitation, mimicry",https://en.wiktionary.org/wiki/흉내,"
			그는 유명 가수들을 거의 똑같이 흉내 낸다.
		"
감옥,A place to detain a person who broke the law.,명사,14867,prison,Prison,https://en.wiktionary.org/wiki/감옥,"
			감옥에 가두다.
		"
갚다,To return what one borrows.,동사,15728,pay back; repay,Pay back a loan,https://en.wiktionary.org/wiki/갚다,"
			빚을 갚다.
		"
건전하다,"An atmosphere, behavior, mindset, etc. is right, not wrong or dark.",형용사,15902,sound; healthy,Health or soundness or vitality,https://en.wiktionary.org/wiki/건전하다,"
			사고가 건전하다.
		"
결혼식,A ceremony to promise to become a married couple.,명사,31666,wedding,Wedding,https://en.wiktionary.org/wiki/결혼식,"
			내 결혼식 때 축가를 부탁할 사람이 마땅치가 않네.
		"
계산기,A machine used to calculate quickly and accurately.,명사,26230,calculator,Calculator,https://en.wiktionary.org/wiki/계산기,"
			전자계산기로는 좀 더 빠르고 정확하게 계산을 할 수 있다.
		"
광장,A large area downtown where many people gather. ,명사,24004,square,An open space or a plaza or public square,https://en.wiktionary.org/wiki/광장,"
			분수가 가동이 되면 더위를 피하려는 사람들이 이 광장으로 많이 모인다.
		"
그렇지,An exclamation used when the speaker is impressed that a certain fact is not different from he or she had thought.,감탄사,26031,of course; that's right,So it is or that is right,https://en.wiktionary.org/wiki/그렇지,"
			네가 과자 부스러기를 안 치웠으니까 그렇지.
		"
깨다,"To wake up from a drunk state and come to one's original, clear senses.",동사,62332,sober up,"to break; to smash; to shatter, to crack",https://en.wiktionary.org/wiki/깨다,"
			각성하여 깨다.
		"
꽉,A word mimicking the manner of appying pressure very hard.,부사,14647,firmly; strongly; tight,Tightly or fast,https://en.wiktionary.org/wiki/꽉,"
			몸에 꽉 끼는 바지를 입었더니 가랑이가 불편했다.
		"
끼우다,"To put something inside a gap and tighten it to prevent it from falling out.",동사,28299,stick in; fasten,To put between or insert,https://en.wiktionary.org/wiki/끼우다,"
			간지를 끼우다.
		"
노래하다,To sing music with lyrics out loud.,동사,64513,sing,To sing,https://en.wiktionary.org/wiki/노래하다,"
			가객이 노래하다.
		"
다듬다,To throw away the unnecessary parts and mend something so that it can be used.,동사,28344,mend; trim,"Trim, shave",https://en.wiktionary.org/wiki/다듬다,"
			정신을 가다듬다.
		"
다름없다,Much the same as or similar to something.,형용사,28348,not different,"Be similar, not different",https://en.wiktionary.org/wiki/다름없다,"
			그는 몇 년 동안 의식이 없어 거의 죽은 사람이나 다름없다.
		"
당당하다,"Confident, dignified and acting without hesitation.",형용사,14007,confident,Dignified,https://en.wiktionary.org/wiki/당당하다,"
			지수의 강점은 다른 사람들보다 늘 자신감이 넘치고 당당하다는 것이다.
		"
댐,A bank built to control the amount of water and generate electric power by keeping out river or seawater. ,명사,14370,dam,Dam,https://en.wiktionary.org/wiki/댐,"
			물을 댐에 가두다.
		"
덩어리,A thing that is made up of a mass of matter or a number of items.,명사,14378,lump; mass,"A lump, a cluster",https://en.wiktionary.org/wiki/덩어리,"
			김 씨는 빵 한 덩어리를 훔친 죄로 감옥에 가게 되었다.
		"
두뇌,"An organ inside the skull that manages the functions of feeling, thinking, acting, and remembering.",명사,14942,brain,brain,https://en.wiktionary.org/wiki/두뇌,"
			내 동생은 뛰어난 두뇌를 가졌지만 대신 성격이 안 좋아.
		"
등,The part that is opposite the chest and belly on the body of a human or animal.,명사,62455,back,신체의일부,https://en.wiktionary.org/wiki/등,"
			가등기
		"
모처럼,For the first time after having bided one's time; barely.,부사,16147,with much trouble,At long last,https://en.wiktionary.org/wiki/모처럼,"
			모처럼 쉬는 날이고 해서 친구들과 쇼핑을 나갔다.
		"
물리학,"A field of natural science that  studies the physical properties of objects and all their phenomena, and the relations and laws among them.",명사,15739,physics,Physics,https://en.wiktionary.org/wiki/물리학,"
			오늘은 박 교수 대신 내가 물리학 강의에 들어가기로 했다.
		"
벌,A bound noun that serves as a unit for counting the number of clothes.,의존 명사,59087,beol,Punishment,https://en.wiktionary.org/wiki/벌,"
			형은 용돈을 벌기 위해 아침마다 가가호호를 돌며 신문을 돌렸다.
		"
부정적,"The act of concluding that something is not true or right, or the act of objecting to something because it is not right.",명사,26326,being contradictory,"negative, contradicting sth else, not positive",https://en.wiktionary.org/wiki/부정적,"
			환경에 부정적인 영향을 줄 수 있다는 의견이 개진되어 논란이 있었습니다.
		"
북부,The northern part of an area.,명사,26790,northern part,The north part,https://en.wiktionary.org/wiki/북부,"
			북부 지역에 머물던 장마 전선의 남하로 남부 지역에도 비가 내리기 시작했다.
		"
분리,A state of being divided and separated; the act of dividing and separating things. ,명사,21086,separation,"separation,segration",https://en.wiktionary.org/wiki/분리,"
			가연성 쓰레기와 불연성 쓰레기를 분리하여 버려 주세요.
		"
상당,A worth of a certain amount of money. ,명사,16458,worth; value; equivalence ,"proper,fit,suitable",https://en.wiktionary.org/wiki/상당,"
			최근 유통업계의 경쟁이 상당히 치열해진 것으로 보입니다.
		"
세다,Having great power.,형용사,64132,strong; powerful,"To be strong, mighty",https://en.wiktionary.org/wiki/세다,"
			가닥을 세다.
		"
소개,"An act of making efforts, in the midst of something, to help things work out  between two parties.",명사,64301,mediation,Introduction,https://en.wiktionary.org/wiki/소개,"
			삼촌은 한국 전통문화를 소개해 주는 행사에서 가마를 메고 외국인들을 태웠다.
		"
수화기,The part where one puts one's ear to listen on the phone.,명사,64772,receiver,Telephone receiver,https://en.wiktionary.org/wiki/수화기,"
			수화기 너머로 들리는 그녀의 목소리는 고혹적이어서 내 가슴을 설레게 했다.
		"
애인,People in a loving relationship with each other.,명사,73134,lover; one's beloved,A lover,https://en.wiktionary.org/wiki/애인,"
			애인을 가로채다.
		"
애초,The very beginning of something. ,명사,14270,the beginning; the start; the outset,"The first, the beginning",https://en.wiktionary.org/wiki/애초,"
			여론에 민감한 정부는 여론에 떠밀려 애초의 정책을 굴절시키거나 후퇴시킨다.
		"
얇다,Not thick.,형용사,89859,thin,To be thin,https://en.wiktionary.org/wiki/얇다,"
			가계부가 얇다.
		"
양념,An ingredient used to make food taste better.,명사,73135,seasoning,Spices and condiments,https://en.wiktionary.org/wiki/양념,"
			요리사는 양념을 조금씩 가감해 가면서 음식 간을 맞췄다.
		"
에,The name of the vowel 'ㅔ' in the Korean alphabet.,명사,68781,e,at/in/on,https://en.wiktionary.org/wiki/에,"
			가에 앉다.
		"
오염되다,To become polluted.,동사,22008,be polluted; be contaminated,"To be polluted, contaminated",https://en.wiktionary.org/wiki/오염되다,"
			공기가 오염되다.
		"
오해,A failure to understand or interpret something correctly. ,명사,22033,misunderstanding,Misunderstanding,https://en.wiktionary.org/wiki/오해,"
			네가 오해를 살 만한 행동을 한 건 아니고?
		"
웬일,How a certain affair comes to pass; or a certain affair. ,명사,69528,what matter,"What cause, what reason",https://en.wiktionary.org/wiki/웬일,"
			내가 웬일로 사은품에 당첨이 됐지?
		"
의식,An ability to perceive or understand something while being awake.,명사,24080,consciousness,A ceremony,https://en.wiktionary.org/wiki/의식,"
			그는 체온이 급격히 떨어져 의식을 가누지 못하였다.
		"
의지하다,To lean against something.,동사,24102,lean on; stand against,"To look to, depend on, rely on",https://en.wiktionary.org/wiki/의지하다,"
			권력가를 의지하다.
		"
일기,"A writing that records one's personal daily experiences, thought, feelings, etc.",명사,70780,diary; journal,"A diary, journal",https://en.wiktionary.org/wiki/일기,"
			아까 일기 예보를 봤는데 그럴 가능성은 전혀 없으니까 걱정 마.
		"
절대,The state of no conditions or constraints being imposed.,명사,31701,being absolute; being unwavering,Absoluteness,https://en.wiktionary.org/wiki/절대,"
			우리 아들은 혼자 두면 절대 공부를 안 해서 걱정이야.
		"
제한하다,To determine a certain degree or scope or prevent such degree or scope from being exceeded.,동사,31813,limit,"To restrict,limit",https://en.wiktionary.org/wiki/제한하다,"
			겸업을 제한하다.
		"
존중하다,To think highly of and value an opinion or person.,동사,24616,respect,"appreciate,esteem,value",https://en.wiktionary.org/wiki/존중하다,"
			권위를 존중하다.
		"
창고,A place in which goods and merchandise are collected or stored. ,명사,71808,warehouse; storage,"A warehouse,storehouse",https://en.wiktionary.org/wiki/창고,"
			가건물 창고.
		"
채,"A bound noun that serves as a unit for counting the number of houses, buildings, etc.",의존 명사,71486,chae,"As it is, no change",https://en.wiktionary.org/wiki/채,"
			채소 가게.
		"
책임지다,To be responsible for a task or duty.,동사,24925,be in charge,Take responsibility,https://en.wiktionary.org/wiki/책임지다,"
			가족원을 책임지다.
		"
청춘,Young age. Or something like that.,명사,25347,youth,"youth,the springtime of life",https://en.wiktionary.org/wiki/청춘,"
			작가는 눈을 감고 자신의 가열했던 청춘을 회상했다.
		"
초반,The first stage of a task or a time period.,명사,25398,early stage; initial phase,The opening part (of a game of baduk),https://en.wiktionary.org/wiki/초반,"
			초반에 견제되다.
		"
트럭,A vehicle that carries cargo.,명사,82436,truck,Truck,https://en.wiktionary.org/wiki/트럭,"
			이삿짐을 가득 실은 트럭이 집 앞에 와서 섰다.
		"
파,"A vegetable whose long, pointy, cylindrical leaves are empty in the center, and which is often used as garnish or seasoning due to its unique smell and flavor.",명사,71303,green onion; scallion,Onions,https://en.wiktionary.org/wiki/파,"
			좋아. 백화점에서 주말에 파격적으로 가격 인하를 한다는 광고를 봤어. 우리 거기에 가자.
		"
폭넓다,The scope or arena of something being wide.,형용사,84853,wide; broad,To be broad,https://en.wiktionary.org/wiki/폭넓다,"
			아량이 폭넓다.
		"
표현되다,"For one's feelings, thoughts, etc., to be turned into a speech, a piece of writing, a gesture, etc., and be shown.",동사,83559,be expressed; be represented; be manifested,To have been expressed,https://en.wiktionary.org/wiki/표현되다,"
			명료히 표현되다.
		"
학번,A unique number assigned to each student in a university or graduate school according to his/her major and year of entrance to the school.,명사,84321,student ID number,Year of graduation,https://en.wiktionary.org/wiki/학번,"
			나는 보고서 상단에 학번과 이름을 적어 넣었다.
		"
학원,"An institution that educates students according to a specific purpose, curriculum, system, etc.",명사,72425,school,Learning institute,https://en.wiktionary.org/wiki/학원,"
			학원가
		"
허가,The act of allowing someone to perform a certain act or task.,명사,85108,permission; approval,"Permission, grant, leave",https://en.wiktionary.org/wiki/허가,"
			감독관의 허가.
		"
헤매다,To go about from place to place.,동사,86999,wander; roam; linger,"Wander about, roam about",https://en.wiktionary.org/wiki/헤매다,"
			갈팡질팡 헤매다.
		"
가장,In a way that is better than any other.,부사,26795,best,head of a family,https://en.wiktionary.org/wiki/가장,"
			여행 중에 어떤 경치가 가장 좋았어?
		"
곡,A piece of music.,명사,25581,music; musical piece,A tune or an air,https://en.wiktionary.org/wiki/곡,"
			작곡가
		"
곡식,"Food eaten as the main dish, such as rice, barley, wheat, corn, etc.",명사,27578,grain; crop,Cereals or grain,https://en.wiktionary.org/wiki/곡식,"
			곡식 가마.
		"
꽂다,To insert or put up something in a place.,동사,14413,put; stick in,Be stuck in or insert,https://en.wiktionary.org/wiki/꽂다,"
			가지런히 꽂다.
		"
두려움,A feeling scared and reluctant.,명사,14953,fear,"fear, terror",https://en.wiktionary.org/wiki/두려움,"
			두려움을 가라앉히다.
		"
망설이다,To not decide one's mind or attitude and hesitate.,동사,15921,hesitate,Hesitate,https://en.wiktionary.org/wiki/망설이다,"
			민준이는 지수를 보며 망설이다가는 돈을 빌려 달라는 말을 꺼냈다.
		"
무리,"An act that goes too far, being against common sense. ",명사,15326,being too much; unreasonableness; impracticality; being out of reach,"group, crowd, gang, horde",https://en.wiktionary.org/wiki/무리,"
			가급적 마무리하다.
		"
버터,"A yellowish fatty substance made from milk by churning, for spreading on bread or cooking.",명사,58455,butter,Butter,https://en.wiktionary.org/wiki/버터,"
			프라이팬에 버터를 넣고 녹을 때까지 가열한 뒤 준비된 재료를 넣고 볶는다.
		"
별다르다,Especially different from others. ,형용사,14478,particular; special,Be of a peculiar kind,https://en.wiktionary.org/wiki/별다르다,...
보편적,A state in which something is commonly applied or pervasively understood.,명사,14536,being universal,Universal,https://en.wiktionary.org/wiki/보편적,"
			최근 복지 정책은 보편적으로 공여하는 방향을 선호하는 추세이다.
		"
부품,"Something that comprises a part of the whole of a machine, etc. ",명사,26505,part; component,"Parts, accessories",https://en.wiktionary.org/wiki/부품,"
			이렇게 많은 부품이 다 필요한가요?
		"
뻔하다,"A situation or circumstances being so clear and apparent as to be understood even without careful consideration. ",형용사,15651,evident; palpable; plain,"almost,nearly",https://en.wiktionary.org/wiki/뻔하다,"
			고꾸라질 뻔하다.
		"
뽑히다,For a thing stuck somewhere to be pulled at so to come out.,동사,15652,be pulled; be picked; be plucked,"Be taken out, pulled out",https://en.wiktionary.org/wiki/뽑히다,"
			전국 규모의 공모전에서 가작으로 뽑히다니 정말 대단해요.
		"
